PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,IID,Population,SEX
-5.9018803,1.8582723,23.225204,26.274836,1.1635697,1.952383,-0.19076934,-0.74286133,-2.442775,-0.60962796,0.16167988,0.91362715,0.55766016,0.055625092,0.15856135,-0.28678587,-1.1575289,0.32266626,0.15928823,0.027303988,-0.7149128,-0.2796895,1.3665501,0.7768919,-0.67021656,-0.22514421,-0.16620852,0.25082836,-0.69904053,-0.18665537,0.035839867,-0.6470435,-0.02559811,0.61910665,0.7674713,0.96240866,0.90977997,-0.018876988,0.8714432,-1.8414977,-0.11642427,0.68812776,-0.14325243,-1.0761311,0.10362382,-0.01783226,-0.20333242,0.9567391,-0.9650907,1.2673293,NA18633,CHB,1
-5.9867277,2.0138476,24.482958,25.624949,1.4817048,1.2350639,-0.14688024,0.24776435,-1.5872288,-0.69736046,-0.09759818,-0.08487484,0.42015776,-0.65627104,-0.6260623,0.86859345,1.0524756,0.84484994,0.8514626,0.0037454467,-0.6001752,-0.6020923,-1.584653,-0.50710684,0.25874904,0.4081775,-0.20105383,0.7107345,0.543965,0.3919161,-0.10300677,-0.3023919,-0.27374947,-0.23794982,0.36235213,0.8590519,-0.05592911,-1.3089515,-2.229086,0.7486531,1.1283798,0.032811977,0.3001979,-1.44963,-1.5025283,-0.84443516,-1.7243714,-0.48130116,-0.9138516,0.94725317,NA18637,CHB,1
-6.624278,3.0758047,23.87645,25.618126,1.8951352,0.6681152,-0.8501685,-0.3358811,-1.8567982,-1.2209649,-0.038052075,0.037071075,-0.66421586,1.1303793,-0.6656145,0.35072654,0.8304081,0.55129606,-0.5552085,0.61975443,-0.1337955,1.5244625,0.30155876,0.05547759,1.6151091,-0.55379474,-0.8112162,0.5396721,-1.7263275,0.48253098,0.29124647,-1.5096778,-0.81352746,-1.0759314,-1.3017653,0.36525336,2.058273,-0.8806159,0.17753889,-0.28839704,-0.49168208,-0.6490816,-1.2578932,0.7769206,-0.993954,0.80178785,-0.65297693,-0.21219532,1.3330209,0.6079787,NA18594,CHB,2
-5.979962,2.5836203,23.887583,25.641565,1.3298842,1.5644683,-1.2909882,-0.7116337,-1.4691147,0.12867194,-1.0884341,-0.18778814,0.87257725,0.38115808,-0.031258326,0.24673623,0.88996756,-0.33388954,0.7487164,0.80820954,0.59245133,0.060626864,-0.44470656,0.52164006,0.36256078,-0.20784567,0.71947265,0.5602838,-0.1397027,1.0597107,-0.6450856,0.16144179,-0.09159123,1.2597687,0.77924657,-0.7832213,1.9073664,-1.0024627,-0.02032451,0.24212486,-0.37190762,-1.5159996,-0.29216406,-0.11704472,0.24365094,0.10417969,0.39643452,0.74119014,0.69954836,1.8805599,NA18792,CHB,2
-5.598648,2.898667,24.164072,25.13224,2.3171065,1.0871842,-1.0161777,-0.22299302,-1.7107338,-0.054364543,0.22664373,-0.62170696,-0.44946253,0.9054244,-0.49648225,-0.78745556,-0.4398851,1.8852676,0.43997338,-1.1084464,0.038640264,-1.2046636,0.21649207,2.3601635,0.4435459,-1.0446106,-0.27214545,-1.6330775,0.43932745,-0.5213099,1.2074473,-0.4718984,0.34646782,-0.6550325,-0.16520892,0.14076045,-1.2711048,-0.33360076,0.3353285,-0.2796909,-0.5502562,-0.9698424,-0.11267029,-0.6526669,0.923613,-0.0015317561,-0.6293174,2.0988693,0.042230323,0.11617154,NA18795,CHB,2
-6.7205906,2.5347989,22.979464,25.004923,2.1660123,1.8348805,-0.28297764,-0.984653,-2.076661,-1.0240556,0.15822846,-0.09991552,-0.21301526,-1.5972502,0.470973,0.22407962,-1.243921,-0.056434058,1.1563826,-0.98114884,-0.38334838,-0.3473014,-0.144794,-0.073306814,1.0599872,-0.008745171,-0.1305647,0.12395041,0.4205699,-1.3444055,-0.20666431,-0.85112756,-1.8843439,-0.25598642,-0.3955434,-0.046804488,0.68329,-0.32676503,-0.78761494,0.3557042,-0.73883486,1.1125562,-0.36684033,1.3886333,0.074485354,-2.845587,0.14278473,-0.39486933,-0.06705343,-0.60792893,NA18794,CHB,1
-6.142945,2.0211194,23.073883,25.378563,2.6620522,0.32053494,-0.2922772,0.2977482,-1.3909463,-1.3889154,-0.71282434,-0.10188458,0.47130468,0.25599754,1.0441675,-0.24766742,0.107920446,-0.09697215,-0.13548934,-0.72071856,-0.35082307,-1.5565825,0.5375994,0.23384804,-0.17023098,-1.510224,-0.93455523,-0.63828856,-0.01422585,-0.2921904,-1.5739232,1.2769734,-0.73099095,-0.067108095,0.1584625,-0.00042522958,-2.0645323,0.34020475,-2.1901963,-2.331253,0.90258086,-0.81473804,-0.29664555,0.998265,0.8035879,-1.4561863,-0.597233,1.2895077,-1.9494339,-1.0237986,NA18538,CHB,2
-5.9706955,2.6983845,23.770918,26.10794,1.428363,1.1405058,0.072497465,-0.3482596,-1.7594389,-1.2592572,-0.6597485,1.2370431,-0.16131014,-0.66512936,1.1700706,0.8876928,1.7798218,-1.1765237,1.141026,-0.78218365,-1.4061662,1.2752812,-1.9160244,0.4572226,-0.20103641,0.46438202,-0.77360606,0.66255724,-0.1840771,-1.2262062,0.1006377,-0.50059927,0.3288953,0.77802116,-0.20428067,1.6482816,0.8325747,-0.9608617,-0.793151,-0.004394271,-1.3823736,1.04538,0.5336494,-1.0213425,0.56991315,0.29872096,1.5776404,0.7478764,0.38250777,-0.041539256,NA18541,CHB,2
-5.576345,2.6317751,23.741459,26.383608,0.7648165,1.4536436,0.079039484,0.3341452,-1.0385756,-1.3961574,0.5880398,-0.30843124,0.42022383,0.631934,0.9270008,-1.5661799,0.722797,-0.25440723,2.1395643,0.042569943,-0.9958102,0.029987037,-0.614024,0.17347394,-0.38892317,-1.333098,-0.53386277,0.45081532,-1.1451526,-0.89794546,-0.3036554,-3.0788171,-0.10071931,-0.8016374,-0.58477885,-1.3396423,-0.66969115,0.5751626,-0.46064588,-2.0103164,0.78815967,-0.81849045,-1.8927255,0.30791456,0.7671036,-1.2311279,-2.2142239,0.47932327,0.05615573,-2.4144866,NA18580,CHB,2
-5.887032,2.7848217,23.37498,25.09581,1.7715845,1.4923046,-0.16751882,-0.11752414,-1.4909031,-1.0805165,1.3067245,-0.6696294,-0.034461036,1.5890325,-1.0594867,-0.96672523,1.0093375,-0.2432978,0.23322836,-0.6373622,0.3653927,0.38497958,-0.77588725,0.1380482,1.3469911,0.36584836,0.048132233,1.4585606,0.16026457,0.31055072,0.41077554,-0.8815156,-1.2223172,-0.61783946,0.20529544,0.6534524,-0.70250654,0.7580345,-1.3148621,1.1807231,-0.24132814,0.98721415,-1.2740269,-0.6127631,0.06970495,-0.36052996,1.3978728,0.5139528,1.6893876,2.462669,NA18591,CHB,2
-6.3005147,2.3277228,23.306038,26.323503,2.231015,1.4368451,-0.30500105,-0.26537302,-1.5697922,-0.81030023,0.40676966,0.11601463,0.2715449,-0.07715914,0.35176295,0.69638294,-0.15539491,0.4024317,0.35458428,0.6518487,-0.9772209,0.0945444,-0.7410297,-0.88593775,0.9099932,0.11994326,1.9646722,1.1575452,1.0425413,1.6427363,1.2244643,0.5219148,-1.0658063,1.0202963,-0.289381,0.18193051,-1.1312867,-0.015203551,-0.30061552,1.2168727,-0.17646529,-0.16961442,0.40981773,0.09194841,-0.40688208,-0.54946315,-0.6448099,0.90811616,0.04130945,-0.61671346,NA18644,CHB,2
-5.819128,2.8004358,22.49504,25.407265,2.6492615,2.061817,-0.9225769,-0.27404612,-1.5337315,-1.3035213,0.2761451,0.9782515,-0.8339554,0.17736414,-0.7257445,-0.7972078,-0.15374443,0.8526437,-0.42253375,0.92311525,1.1402135,-0.14561391,-0.5868277,1.5758326,-0.23923734,-0.08936829,0.7264094,0.29437086,-0.64052755,-0.53437346,1.0716503,0.5220084,0.9339626,0.426039,-0.6493921,-0.008716382,1.0231979,-0.7230466,0.022898449,0.26454148,-1.614339,1.1973174,-0.55143553,-1.3826672,0.22622561,0.006880086,0.016076706,-2.2684371,0.3992981,-0.68108356,NA18649,CHB,2
-6.2565584,2.17024,23.362896,25.482912,1.7711066,0.6571471,-0.15158418,-0.3925232,-1.385622,-1.0532856,0.6957128,-0.24893492,0.44104472,0.41044524,-0.92393285,-0.03264066,0.2878695,0.8969359,-0.54149705,0.56418836,1.2002677,0.07107436,0.3428237,1.3488774,0.20505941,0.6415879,0.51233196,-0.5812248,0.3654102,0.17059466,0.07997295,0.8252306,1.1570336,0.7560159,0.114000484,1.1172254,-1.2913017,-0.2666928,0.8119429,-1.2865719,-1.4223589,0.9141752,-1.0740534,-0.14167608,0.8310496,1.0455832,0.39053422,-1.4326179,2.2950275,-1.3360165,NA18739,CHB,2
-5.963539,2.226618,23.53154,26.692608,2.9116669,0.8693268,0.010435892,0.5996707,-1.332231,-0.06448022,0.118423335,-1.0954759,0.68215525,-1.0162649,-0.123643376,1.5757463,-0.5827947,-1.0159364,0.25537404,0.034751862,-0.8940027,0.32851195,-1.7436448,-1.5414453,-0.11186042,0.36554977,0.7341255,0.8877464,-0.34198248,-0.33072254,-1.3102584,0.5406713,-1.361012,1.8323396,1.7881706,-0.5492341,-0.34632763,1.2237519,-0.48437414,1.3935242,0.87290823,-0.48417094,-0.3839411,-0.39643067,-0.027936347,2.228451,-2.2327735,-0.36537087,-0.650301,2.3976781,NA18751,CHB,2
-5.747262,2.9136264,23.372961,26.238764,2.5781999,1.3069243,0.37883532,-0.4696167,-2.1505253,-0.40294418,-0.15747662,-0.9217516,-0.7761677,-0.24682896,1.5856287,1.4886581,-0.0498976,-0.25829148,0.33796546,-0.53398347,0.4475752,0.92589915,0.23886317,0.1065684,-1.7535416,-0.11777668,1.0114157,1.2624077,-0.044947743,-1.0350332,-0.3390209,0.32631513,0.22718777,-1.709686,-2.1438644,1.2236334,0.5085241,-0.8710055,-0.35387895,-0.38716578,0.54936713,-0.15932928,1.310908,0.17765869,-0.2646694,-0.7148107,-0.22351979,-0.84065855,-1.0217597,0.017173517,NA18752,CHB,2
-5.4353743,2.5705848,22.965225,25.403015,1.7413042,1.3120669,-0.97408855,-0.19127242,-1.4963684,-1.0152853,-0.60335016,1.2288753,0.3529701,-0.098023385,0.075335726,0.38889724,0.16411196,-0.29926848,-1.474231,0.098992616,-0.2816,-0.33339977,-0.2143481,-0.48146474,-1.1827235,-0.37152365,0.6437208,-0.7600368,-0.6891635,-0.9156804,0.18694411,0.8406626,2.1774085,-0.22039676,0.13653563,-0.6685534,0.978917,2.1042325,-1.2184976,-0.7223852,0.45615888,1.1092253,0.43841407,-0.32273787,0.3158621,-0.020748531,-0.009238282,0.12191946,-1.6909608,0.76860553,NA18763,CHB,2
-5.5114365,3.0575554,23.026491,25.69551,1.6611091,1.2976595,-0.29885784,-0.380378,-2.3549185,-0.27623674,0.92881805,0.45011982,-1.784017,0.6531639,1.0523794,1.5632554,0.6134286,-1.4653105,-1.4052927,-0.12965,-1.4375933,0.2806738,-0.4488393,-0.68028504,1.4317951,-0.3930599,1.3528676,0.061767686,-0.82590073,-0.29367298,1.521058,0.050161216,-1.5803837,-1.1809027,-0.7662137,-0.55219984,1.1679163,-0.65136474,0.30614188,0.99913067,-1.5306214,-1.5734781,0.94158,-0.253026,-0.64069617,-0.5453485,0.14327493,0.46733963,0.23231192,-0.23008105,NA18769,CHB,1
-5.6445365,2.27576,23.524406,25.27387,2.0436864,0.89066064,-0.52953,-0.017740278,-1.3097569,-0.73175603,0.72718567,-0.68979496,0.93668926,0.024603281,0.6124471,1.3485044,0.23784265,0.026623422,-1.3717763,-0.68561506,0.7410021,-0.21677534,-0.16700643,0.27935237,-0.64297587,1.0282459,0.85675246,0.65989065,-0.96344215,0.4389934,-0.17899616,-1.3995563,-0.9767623,0.9446279,-0.03450995,-0.33398038,0.74403495,-0.08989713,-1.3451519,-0.3295198,-0.41545317,0.9699588,-2.0349197,-0.9044489,0.1712734,-1.7497836,0.5413163,1.665222,0.3807841,0.85415465,NA18771,CHB,2
-6.992837,3.4938781,23.86793,26.216974,2.4789996,0.5143501,0.18861179,-0.84135664,-1.4800808,-1.0125598,0.0028817402,0.49569127,-0.55032617,1.1837521,0.5974188,0.54209954,-1.5901512,0.150572,0.8219147,-0.14149149,-1.5265881,-0.24726129,-0.5061792,0.47335467,0.45865056,-0.91978514,-1.5257733,-0.90395707,0.85780746,0.13073446,-1.1125469,-0.8278737,0.27950987,-0.33821443,-1.1636122,0.033808485,-0.80351853,0.29649073,-0.95643765,-0.89725184,0.13593388,-1.8316817,-0.17152223,1.977312,-1.5227039,1.3802782,-0.9995423,0.31524533,0.39173892,-0.17044616,NA18773,CHB,1
-5.7108603,2.2051275,22.701014,26.387466,2.1486058,2.190745,0.3402975,-0.12414322,-1.7172207,-0.3974729,0.4224001,0.8168873,-1.5955653,0.74479115,0.579484,-0.012162227,-0.8033292,0.6991957,1.7873939,0.60429347,-1.5860378,1.2344635,-1.5389688,-1.7639563,0.99687135,-1.1165794,0.66160274,-0.2744836,1.5587517,-0.675551,1.2556975,-0.017750703,-0.52727973,-1.0838205,0.12847929,-0.13882962,-1.1760508,-0.36355948,-0.50339764,0.3862789,-2.2941878,-1.5901208,0.46279377,1.2861063,-1.1174031,0.5436117,-0.25043976,-0.78898793,-0.43765926,-0.19645801,NA18774,CHB,2
-5.6229267,2.6072693,22.765963,26.29151,1.3002449,0.90619254,-0.76733947,-0.9679329,-1.1371771,-0.08061629,0.04733682,-0.48646587,0.05859304,0.07968934,-1.1155949,-0.14196552,0.47879872,-0.25472683,0.5522179,-0.18885267,-1.1573068,-1.1482384,-0.085756265,-0.2938333,0.47865993,1.0258178,0.2614559,-0.06477121,1.0629615,-0.62016827,-0.640098,-0.5460429,-0.23404145,0.57804364,0.32430276,0.3049695,1.0622377,-0.89827937,-0.9650931,0.173544,-0.09894448,0.68993694,-0.96928954,0.18994816,1.2751178,-1.1722115,-0.28657287,0.17046131,1.5772636,-2.5578234,NA18779,CHB,2
-5.31386,1.8685689,24.276255,26.545267,2.1636767,0.73994976,-0.18429421,-0.52383256,-2.267527,-0.1976031,-0.23107903,-0.11100311,-1.216981,-1.6679392,-0.97739094,0.973598,0.48464832,-0.9532792,-0.9095167,0.6529093,1.2505252,-0.29331255,-1.0358789,-1.083353,-0.9885859,-0.2702201,-0.650557,-1.401746,0.4916947,-1.4438989,-0.6185372,-0.5105868,1.701934,0.6131234,-0.36368918,-1.0755922,0.6369164,1.779618,-1.7481803,-1.59181,-0.71773195,0.18258518,-0.0109931305,0.6887604,-0.024966616,0.76883304,-1.4597509,0.8806409,0.7106287,0.003888643,NA18780,CHB,2
-7.0353537,3.0032973,23.825233,26.072056,1.1455017,0.9471901,-1.6219751,0.2115618,-1.976955,0.032617703,-0.5848537,-0.3567001,0.99862677,-0.48215806,0.2517387,0.45338467,-0.24452694,0.29407194,-0.20347211,0.65181476,0.6193988,2.082115,1.0681473,-1.2816508,-1.8555431,1.2301624,-1.4399376,0.32358962,-0.36208102,1.2797949,0.8307333,0.07255975,-0.44472638,-0.3694621,0.28200632,-0.3675953,0.28923994,0.8335826,0.63546157,1.3234091,0.56281716,0.061644956,-0.0135955345,-1.10993,-0.27974576,2.5634654,0.8049727,0.38042143,-1.3011745,1.9048625,NA18525,CHB,2
-5.8551536,2.426176,23.461283,25.749502,1.0353895,2.2695708,-0.31007144,-0.19266376,-2.0002282,-1.2235868,-1.0917399,-0.33437937,1.6332574,0.119186476,-0.037242398,-1.1664748,0.041293204,-0.46127534,-0.004147309,-1.1329244,-0.9557986,-0.05406726,0.6185274,-0.07155308,0.13603328,-0.68569696,-1.2380829,0.9966277,1.2641641,0.3343456,-0.041028593,-1.24793,0.11250999,-0.08526896,1.2221004,-0.6253048,0.012925204,-0.6183656,0.4733306,-0.38225168,0.1437982,0.019790903,0.47198883,0.5365535,1.1478771,0.7029961,0.015381262,0.3813109,1.2741529,0.6468542,NA18553,CHB,2
-5.787908,2.149973,23.796005,25.765718,2.813313,0.30960912,-1.0786388,-0.7768615,-3.007301,0.36313623,-0.23871021,0.8131461,-0.7744382,0.43595597,0.64281386,-0.1663828,-0.37261504,-0.5375638,-0.56637377,-0.11372803,0.27474096,0.13036251,-1.2370229,-0.8943661,-0.18996142,0.69859266,-0.58953726,-0.34775722,-0.09420056,-0.16860916,0.5944709,-0.96261644,0.86327195,-0.1522817,0.16660358,0.09932255,1.2378626,-0.87008214,0.22807902,1.0652404,-0.56631124,-2.0718887,-0.42196465,-0.4458684,-0.032582648,-1.360409,-0.6397753,-2.2637453,0.14713036,-0.05129832,NA18567,CHB,2
-5.678231,2.097319,23.888298,27.01326,2.852975,0.9108781,-0.39942873,-0.33949456,-2.0016515,-0.22690693,-0.1639498,0.16912675,-0.07214458,0.67040074,-0.3142908,-1.192921,-0.14974314,0.52715194,0.54835707,1.5182446,0.36955184,0.31768683,1.2294501,-0.23484059,-0.59180814,-0.39495632,0.30061018,-2.5047667,-0.2683436,0.48724306,-1.1817331,1.0987067,-0.91100734,0.5451444,2.2697392,0.9216497,1.4468534,-0.6168882,1.8871897,-0.820965,-1.0405298,-0.6099099,0.10375557,-0.14416903,0.4586138,-0.06755411,0.76041937,-0.26663813,-0.12330932,0.756656,NA18569,CHB,2
-6.401522,2.849592,24.486658,26.661352,1.672165,0.5073776,-1.2454667,-0.32601607,-1.2330358,-1.2241317,0.70487887,-0.72307265,1.2121569,-0.16302282,-0.66554266,-1.0668559,0.40291855,0.9089431,0.42682445,0.6001762,0.43994045,-0.34163165,-0.17319775,0.009204294,-0.8487196,0.504284,0.16619426,0.30491832,0.26243785,-2.0097237,-0.40934896,-0.73578703,0.9844932,-1.0565852,-0.30232477,-0.70777136,0.24285255,1.2120404,0.61805326,0.3990865,1.3347477,0.44723514,-1.1527045,-0.8387111,0.10234807,0.8092109,2.9917371,-0.7304455,0.42273635,0.6844344,NA18583,CHB,2
-6.3777347,2.0703826,23.350452,25.446333,1.5313442,0.2911179,-0.47752783,0.20005518,-2.0113633,-1.2976774,0.24953973,0.19857904,-0.97564596,0.82927084,-0.85273606,1.2968556,-0.081469625,0.5715254,0.08626797,-0.007608108,0.5674076,0.024497598,-2.2845826,0.15825047,1.0112733,0.525378,-0.75861657,0.40419018,-1.6935729,0.9222617,0.5173332,0.51680195,-1.0446304,0.54779184,0.01401588,-0.61998147,1.2244738,0.10774169,-0.6061992,1.7744573,-0.035717066,-0.55482084,0.20717281,-0.59008265,0.53197587,0.42911726,-1.0270077,-0.29208082,1.2627769,-0.32738537,NA18629,CHB,1
-6.335589,2.4424744,23.107452,26.506247,2.322132,0.6048002,-0.9202901,-0.7900263,-1.5101941,-0.8321504,0.19695663,-0.6975139,-0.80242586,0.52770436,0.22412667,-0.1977431,-1.1874969,0.40291712,0.33465165,0.3545187,-0.20857356,0.066210784,-0.2779822,-0.37452075,-0.42542416,-0.35481837,0.31243342,0.051062427,-0.9540286,0.8692977,-2.6554167,1.8476529,0.29165903,-0.43877724,-0.80368155,0.82848847,1.4029412,1.81591,-1.3802791,0.0001496496,-0.012801016,-1.7974056,0.9197884,-0.020865543,0.3230115,1.1465592,0.9553195,0.14226152,-0.5831936,1.7696321,NA18648,CHB,1
-5.3154926,2.440264,23.214222,26.034441,2.0971463,1.1008295,-0.45710856,0.5723195,-1.1309409,-0.5793592,0.66587764,0.06702736,0.4949896,-0.1855361,0.20578074,0.28188202,-0.17584929,-0.08107611,0.56336164,0.99218893,-0.39982826,1.4619677,-0.35260662,-1.2795659,-0.10000689,0.1538267,-0.09281132,1.1710805,1.1865863,0.08535066,0.5635742,-0.14295082,-0.19213165,-1.3951972,-0.61510414,-0.6969004,-0.31305352,0.9447011,-1.0838952,0.27040502,-0.42751884,-0.758384,0.09539292,-0.29169843,1.9548771,0.49028683,0.17092267,2.4659228,0.4632469,-0.27416837,NA18741,CHB,2
-5.825192,1.2344173,22.863155,26.988386,2.3040588,0.37520462,-0.6597089,0.15185802,-1.6825069,-0.58223456,-0.48786503,-0.71399194,0.8738254,0.41018343,-0.62881243,-0.6527695,-0.94909346,0.53973603,-0.34970403,0.27505192,-0.5026155,-0.82202214,-0.97877055,-0.64418805,0.16123189,-0.20947905,-1.3942173,0.31238726,0.14804563,-0.4151413,-0.8904691,-0.5878842,0.18168345,0.36587015,-0.26421088,-1.1289859,0.22122404,1.2231599,-1.3346353,-0.8038308,0.25925204,-0.26564395,0.011352215,0.37111512,-0.03515201,0.08157303,-0.88469577,0.12359889,0.72816074,-0.0068107545,NA18742,CHB,2
-5.838042,2.8094656,24.560965,25.64251,2.0919523,0.7668237,-0.328348,-0.5476319,-2.9359896,0.1313819,0.38412744,0.65844506,0.4168486,0.19739322,-1.3442433,-0.49231693,0.42843962,0.25817525,-0.21338284,0.36430028,-0.7355266,0.65773875,0.97871643,0.6171043,1.6988953,0.685905,-0.37508726,0.818143,1.8891046,-1.2102671,0.64606464,0.4834235,-0.4439047,0.024185894,1.1628357,-1.6518784,-0.6431257,0.6486301,-2.5423746,0.25084203,2.149271,-0.38216528,0.29279262,0.8906854,0.15145758,-1.1662933,-0.13447791,-1.7661165,0.6920829,1.9401778,NA18743,CHB,2
-5.4660034,2.3430624,23.61413,26.071207,0.97720987,1.1096456,-0.6137816,-0.84336835,-0.94492334,-0.8753612,-0.124682665,-0.22513372,0.7123966,-0.6061912,-0.6475023,-0.28272763,0.46086144,0.29589257,0.10453231,-0.34429577,-0.57089955,-1.7630309,0.27310252,0.2361138,-1.5012344,-0.39845827,0.008569521,0.46283916,-0.31025246,0.71523386,-0.3434176,-0.8473168,-1.6655827,0.49327302,-2.2446227,0.57821405,1.6957018,-1.4572406,-0.03819376,-0.48466697,0.38533333,0.22465244,-1.4168655,-1.3282288,2.788301,-1.5733328,-0.48410472,-1.9242615,0.78597844,0.8472564,NA18755,CHB,2
-6.6472964,2.3827114,24.312332,24.796831,1.7562712,1.6904293,-0.4644726,0.5450821,-1.4388617,-1.8285024,0.04589247,-0.83117497,-0.76586366,-0.12775806,-0.59884936,-0.18623309,0.36937138,-1.113307,0.6926873,-0.05507387,-0.16448109,-0.8586574,-0.8382087,0.17536552,1.2531621,-1.0538945,-0.3883188,-1.3388389,-0.657332,-0.3710727,-0.029867634,0.81257313,-1.9827666,1.1977413,-2.1049666,-0.4210071,0.44406766,0.39906505,-0.23320545,0.23782404,-0.5192748,1.2820146,0.26934862,0.66410035,0.1479034,-1.0695015,-0.9959245,-0.5193031,0.75975746,-0.58979523,NA18758,CHB,2
-5.90611,2.1509402,24.109343,27.73453,2.1161041,0.07943271,-0.8214336,0.62574625,-1.954932,-0.66771466,0.57703274,-0.5703364,-0.02513475,-0.30705774,0.6297262,-0.29952636,0.047075037,-0.5368372,-0.3886897,-0.14810842,1.5503186,-0.13990434,0.11802108,0.7663433,1.4207059,-0.6180866,0.6698658,-0.22127448,0.20878568,-0.9472274,-0.26812065,-1.6850893,0.266721,-2.0766487,0.7072843,0.15252648,-0.4818332,-1.6938882,-0.08766848,1.9641439,-0.83293635,0.44790223,1.3545468,-0.83361644,-1.9161705,-1.0068402,0.0009303199,0.4310256,0.6164269,0.1679607,NA18759,CHB,2
-5.9713736,1.731965,22.147856,23.906214,1.251539,0.6492715,-0.84178877,0.06869283,-1.2739013,-1.2109864,1.2873275,0.583995,-0.48967555,0.14383186,0.19224319,0.93734795,0.04735164,-0.74142826,-1.0638397,0.5715149,-0.22180669,1.238027,0.35088366,-1.020452,-0.124176525,0.6803131,-0.46315768,-0.0819319,1.9816433,-0.37143132,1.1029918,-0.58420396,0.7222165,1.4757707,-0.3553138,0.7837533,0.32933745,1.573817,-0.33729434,-0.95397323,0.096623376,2.0157063,-0.3634473,0.5053708,-1.686308,0.19715045,0.8606227,1.6492015,-0.52623373,0.016935084,NA18760,CHB,2
-6.1876354,2.4058506,23.533205,26.261246,2.4332132,1.8688655,-0.16399902,-0.22264448,-1.4529188,-0.6625921,0.0022517832,0.0985591,0.60483235,-0.27750164,0.41232786,0.075936094,-0.027227389,1.7710953,0.14458317,1.2008473,1.6649328,0.40030706,-0.14587486,-1.1378347,0.45412084,-0.6604394,-1.3545368,0.15054642,1.9381092,1.3594887,-1.407895,-0.049941212,-0.8945762,0.20758991,0.28141233,-0.47287586,0.62780553,-0.42380142,-1.4094727,-1.5754268,-0.3871037,1.21961,1.3300343,1.929199,-0.8063044,-1.1345315,-0.23453258,0.39701992,-1.0224984,0.7354369,NA18761,CHB,1
-5.746603,2.402218,23.16745,25.123768,2.0411894,0.45428184,-0.72425574,0.33100015,-0.9827443,-1.2881513,-0.18490224,0.012918956,0.36382303,-0.088368915,-1.4394976,-0.85206586,-1.4690655,-0.37518123,0.13332598,-1.0199909,-0.8498434,-0.58567256,0.62647,-0.18475133,-0.40186188,-1.2711245,-0.93916416,0.18076798,-0.3043803,-0.68176305,-0.5542897,-1.6975281,-0.51907283,0.23758024,-1.2456938,-0.5470639,-0.45808783,1.582761,1.6599871,0.14071925,-0.28641644,-0.60965747,-0.41028172,-0.91091114,1.199253,-0.99637115,-0.5703249,-0.5789646,2.0841765,-0.24117364,NA18762,CHB,2
-5.558293,2.3195546,23.105024,25.444845,2.355857,0.7643963,-0.68861526,-0.049234856,-1.9050382,-0.6338267,0.31392583,0.2337145,-0.6045463,0.83789754,0.55528516,-1.9328729,-0.33952567,0.86012894,-0.8048908,0.9318154,-1.0865746,1.1567808,-1.1358079,0.4164357,0.3657559,-0.82214195,1.491993,-0.9137364,-0.5352667,-0.31645152,0.28844172,-0.9706055,-0.53193355,-0.16678527,0.79760015,1.8494779,0.9299134,0.6511514,1.5714889,-0.5526099,-0.5918285,-0.85055834,-1.0309356,-1.2314773,-0.22743808,-0.30937484,0.780163,1.077532,0.8509002,1.6508874,NA18765,CHB,1
-6.110897,3.05114,22.733246,25.654825,1.4051021,0.8714286,-1.1101911,-0.5250535,-1.3585352,-0.3401122,-0.32968405,-0.028107718,-0.865396,0.42569038,-1.3603884,-0.4056873,0.39578635,-0.48682013,-0.33878952,-0.09138104,0.26792213,0.27704346,0.53871775,0.33128893,-0.5700928,0.97595084,1.5620625,0.6223378,-1.4443915,-0.46631783,-1.0623777,-1.2800527,-0.12722303,-1.5298834,-0.53768873,0.5664841,0.68601084,-1.6149148,-0.23308925,1.0294029,0.4213171,0.6293704,-0.50086606,-1.6212031,-1.0101558,0.65764326,-0.028949225,-0.018900357,1.0928824,0.6186068,NA18777,CHB,2
-5.9252844,2.7028625,22.950409,25.85218,2.8202088,0.5104225,-0.9194677,-0.46328276,-2.074822,-1.1546124,-0.308931,-1.0777224,0.24884623,-0.8255752,1.0696113,0.09788594,0.98918533,2.2620187,0.13819423,0.33174372,2.1173673,-0.9875811,1.2084202,-0.6510115,0.42089584,-0.5287158,-0.2956671,-0.2532044,0.62234753,0.4730283,-0.32967716,-0.10517106,-0.53397244,-0.250719,0.62692654,-2.1052587,0.4247233,0.20033965,0.105050996,-1.6643498,0.02209241,0.1709201,-1.027383,1.8284024,0.7679172,0.9118299,0.52777904,0.24522263,0.62362033,-0.5874499,NA18783,CHB,1
