PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,IID,Population,SEX
-3.0622196,1.903877,7.4887075,-9.790406,-6.8019876,-7.3633776,26.236794,-16.180265,-3.8848944,-4.2824206,-1.1929951,1.1547236,0.44530725,0.644143,0.14171958,-0.25017187,2.4473314,1.2247813,1.2528882,1.0260898,-1.260844,1.9011846,-0.30062237,-1.615284,-0.50798947,0.406873,0.71278167,-0.6564548,0.2444052,1.0090541,-0.16865616,-0.7723609,-0.5421708,1.9937421,1.3856977,-0.78482026,3.4751847,1.2131268,1.3912033,-0.1454721,1.1766068,0.8185881,0.73721504,-0.8220392,2.7550373,-0.0934534,-2.1052425,-1.6621927,1.9645687,-0.5947025,NA20772,TSI,2
-3.1505358,3.1959856,7.2214813,-8.984798,-6.6917963,-7.035187,26.177912,-14.259997,-4.7137575,-3.7026687,-0.70364857,-0.45356268,0.06739644,-0.68405104,-0.702393,-2.5123727,-0.23972882,2.0641115,-0.2912252,0.4175742,0.36931854,0.3354989,-2.0914612,0.68213004,1.2664068,1.9555984,2.451264,-2.2462313,-0.7759006,1.4546988,-0.28946507,-0.7255443,-1.6460462,0.84478396,0.5173378,-0.69905084,-0.3800825,0.281536,-0.3894333,-0.7776886,-0.5675905,0.2591636,-0.46034968,-0.9646532,-0.09800301,0.9082002,-0.08526261,1.3822727,1.540727,-2.8882377,NA20773,TSI,2
-3.0820656,3.5126865,7.043117,-9.825987,-7.2962437,-8.065111,26.66729,-15.10741,-3.948778,-2.253082,0.6306726,-0.1895732,0.33273044,1.7976648,1.097667,-0.72451186,-0.9103359,-0.5291681,-0.6085307,-0.74017155,0.35476804,-0.7763155,-1.3933202,0.1289539,-0.9534663,0.5655714,-0.36469966,-0.3727286,-1.5374933,0.56071126,-1.4981848,-0.30096585,0.29764464,-0.49884677,0.2792744,1.2434278,-1.5573905,-0.15456359,0.21681018,2.611602,1.543154,-0.87631613,0.8818529,-0.56813604,2.068288,-0.907395,1.0522078,-0.008812695,0.08363156,2.9475415,NA20778,TSI,1
-3.9328833,3.8935814,7.315323,-10.203545,-6.135449,-6.9553146,26.735935,-15.662848,-3.1870909,-3.808024,-0.3893697,0.42340714,-1.0345664,-0.06150867,-0.9363984,0.6105539,0.9388809,-1.1777804,-1.6090271,1.0720826,0.42821136,-1.1844226,2.3136225,0.2825946,-3.0024512,-0.40299824,0.38066682,-0.59723467,-1.096546,-0.6554028,-0.3862237,-1.2004626,-1.6817157,0.42043632,-2.2207375,-1.8927801,-0.47738883,-0.23228985,0.94106954,2.525954,-0.006311788,0.97199255,0.023032153,1.3558382,-1.6441838,0.042651616,-0.0735052,2.1068568,-0.13494402,-0.54040456,NA20787,TSI,1
-4.105669,3.2463794,5.9207788,-9.921606,-6.4864445,-7.4222965,26.779762,-14.809945,-4.121002,-4.3363333,-0.62585247,0.07539992,-0.7231385,-0.71224403,-1.3389056,1.0236949,-0.50353557,0.29995227,-1.7698971,0.009876919,0.3456994,1.4794188,0.42960075,-0.24019468,-0.09084449,-0.01734827,0.26976106,-0.80988485,-0.14092743,0.6535491,-0.8207344,1.3694711,1.7780261,-2.2645793,1.3231809,0.75165844,-1.895883,1.6396333,0.84738255,-2.2865474,1.7636962,-2.2197676,-1.8329831,1.6984736,-1.1927773,0.3341222,-1.2122883,1.2966884,0.5441439,-0.2854376,NA20790,TSI,2
-3.137967,2.0085788,6.6869264,-8.461494,-6.678568,-7.524236,27.551664,-16.48002,-4.506241,-2.6090808,-0.31259817,0.26852468,1.2599076,0.2501288,1.181603,-0.36276215,1.1583061,0.29885554,1.2925797,-1.336962,-0.673647,0.83772767,0.5787675,0.55709106,0.84829444,1.2206573,-2.388485,-0.8660788,-0.8857793,-0.6851414,0.37174916,-0.48899645,2.7778223,0.82513195,0.84840643,0.85272974,1.2218573,-1.7923927,-0.47028148,-0.42840806,-0.4953211,-0.96139294,0.09530489,-0.32795963,0.33287093,3.420333,1.9659833,0.07576624,-0.45018044,0.1649454,NA20792,TSI,1
-3.1269877,2.9770403,6.338014,-8.53296,-5.929486,-7.5581837,26.17937,-15.491153,-4.3643756,-3.2095768,0.104783334,0.7849681,0.34016192,-0.9753547,-2.599591,1.2824159,0.7968196,0.27255258,0.07931871,0.24330904,-0.2649787,1.3823067,1.1542375,-1.0411216,-2.7372954,-0.44773912,1.2154061,1.4454606,-0.19191216,-1.7500305,-1.5451518,0.13380554,0.72478354,-1.29086,-0.94977057,-1.6366931,0.82010376,-0.159283,-1.746528,-1.4596522,0.080813535,0.61238146,-0.046775103,0.8180124,-1.7251087,2.2802553,-1.9197565,-1.916761,-1.0961566,0.3395015,NA20795,TSI,2
-3.498655,3.339355,7.6236157,-8.570427,-5.9634337,-7.3597016,26.840971,-15.368225,-3.7362204,-3.416056,-0.86446154,-0.049355563,-0.71141046,0.050904445,1.1294546,0.4208955,0.24816988,-0.07461882,0.7362587,-0.59713537,-0.45325276,0.44954672,-1.3136841,-0.3322454,0.3505137,-0.86228347,0.62303305,-1.581725,1.3152475,0.109425984,0.14937821,0.87346864,0.4031228,-0.004383073,1.4258906,-1.7136279,1.7507257,-0.029576212,1.4767983,-2.4249654,-1.055193,-0.61854166,-1.6300179,-1.6492007,0.62049437,-0.49297452,-0.81307995,-0.24413353,0.4046984,-2.9599051,NA20797,TSI,2
-3.1808445,3.1384335,5.657845,-9.605309,-6.8943324,-6.794991,26.777344,-16.546001,-4.1054573,-2.8419147,-1.1243209,-0.41329613,0.26870587,-0.037680253,-0.7368849,-1.1707432,-0.55472845,0.53939486,-1.7230923,0.18181278,0.45845345,0.79286075,-0.5707893,0.06715974,0.8814313,0.81400573,0.43241405,-1.0013604,-0.24332805,-1.5496801,-0.18429655,-0.407138,-1.2662646,0.30088824,-0.18674421,-0.004994638,-0.4866965,-0.2027768,1.8309855,0.90799814,-0.71253675,-1.3775849,1.1051683,1.1089135,-2.3910904,-1.5519781,-3.0298033,1.1175462,-0.10406395,1.0443728,NA20800,TSI,2
-3.1671665,3.5323973,7.646073,-9.514677,-7.164733,-5.801164,26.832733,-16.686434,-5.145022,-3.136617,0.48543003,1.124359,0.15622038,0.6857926,0.21384968,1.2717285,0.38084054,-0.055061005,0.44944102,0.19896495,-0.25417152,-0.32047898,-0.90166694,-0.7428145,-1.2920775,0.10681782,-0.50927806,0.5650987,0.99775046,-0.9496476,0.48990214,-0.0992475,2.4397693,-1.1212903,0.9019741,2.1865284,0.26394057,1.2903026,-0.24636455,-0.49679565,-1.087336,-1.1168815,1.4612384,0.44185385,-0.22735426,0.6104928,0.0877816,0.92024493,0.016396321,1.962221,NA20801,TSI,1
-3.8254044,2.535359,6.5457973,-9.379313,-7.846064,-7.079218,26.921772,-15.9759245,-4.0699515,-3.0358703,-0.868439,0.118227944,-1.6318043,-2.426957,-0.17635585,0.5395767,0.9240217,0.11769069,-0.4973259,0.20884146,-1.6025181,2.5139747,-0.8752132,-1.1543571,-1.3781408,0.37416235,0.25057286,0.2995493,1.0799941,0.02528169,-1.0078787,-0.38428226,-1.9318724,-1.5577806,1.9211042,-0.3994132,1.5724924,1.890611,-0.49030602,0.9802181,0.1433311,2.664075,-1.7867688,-0.36468115,1.1112849,0.506719,1.5607185,1.7136413,1.3823451,-0.72902715,NA20804,TSI,2
-2.4196386,3.7190557,6.8618736,-9.52286,-6.5777164,-7.419836,25.915808,-16.187654,-3.8817809,-2.6427984,0.12728852,0.079090565,0.49584678,-0.7279904,0.42019555,-0.50809276,0.50671077,2.788965,-1.0012249,0.9819574,-1.3939826,-1.0679572,1.4451758,-0.97643507,-1.4539536,-1.1799587,0.19163832,-0.4858624,3.0161984,-0.915183,-1.0884027,-0.032698993,-0.4667412,-0.7688618,2.3378315,0.6075333,-0.980296,-2.17087,-0.64182997,-1.4256768,0.18704061,0.037389603,0.90829074,0.66853017,-0.6940661,-1.2515575,-1.1719823,-0.9598856,-0.93646264,-0.5775824,NA20806,TSI,1
-2.8623219,3.1188436,6.9336205,-10.112868,-6.7008443,-8.5631485,25.94197,-16.219383,-4.668111,-3.5903976,0.108128056,0.13970093,0.82533586,-0.18233119,1.0395184,-1.0190327,-0.21618958,0.39610395,2.6105049,0.63475096,-0.03367145,0.7834704,-0.35320368,-0.6978597,0.21396473,0.18018603,1.5497377,0.74669045,-2.0663447,-1.9741181,0.8688636,1.1159571,1.1935709,1.6758785,-2.1257896,1.2978891,-1.4308879,1.3399225,-1.8496307,-1.4194748,-1.1208549,1.2012988,1.6659951,-0.70740616,-2.0949163,0.93847674,2.5390017,0.115365945,0.40791357,0.301994,NA20807,TSI,2
-3.7653081,2.8403141,6.5520406,-9.804899,-7.6530704,-7.502894,26.81778,-15.8684025,-4.396736,-3.0564573,0.10960806,-0.612816,-0.2524786,-0.75520325,2.6111093,1.474198,-1.1679714,0.73518515,1.7240282,-0.80879945,1.5084742,1.1693617,0.2594353,-0.06300585,1.2307519,-0.45555192,1.0927157,0.42422023,1.151231,1.8954883,1.1462593,-0.79454213,-0.98100156,1.2002257,-0.2070525,0.737872,2.3993714,0.4679857,-0.5571663,0.8278023,0.6836813,0.2304876,2.0235643,-1.3901973,0.18677403,0.3039372,1.8385127,-1.6962396,1.5428877,2.520953,NA20809,TSI,1
-2.663456,2.5696535,6.1969433,-9.656686,-6.678389,-6.068739,27.441172,-16.261429,-4.767932,-3.788655,0.6755788,1.0404938,-0.8137538,1.1448308,-0.5677253,-2.3817446,0.0040635043,0.93975425,1.2276357,-0.9054342,0.8448753,0.6595123,0.615748,-1.4939401,1.0312233,-0.4575854,-1.7112743,0.17615077,-1.4017893,-0.5355634,-0.5761973,0.08262634,0.5413904,2.8114376,1.4558482,-1.1636034,-1.4017811,-0.41281652,-0.3372353,4.2364407,-1.7722541,0.2768699,1.0176965,0.7681912,1.3976773,-1.503636,0.20224777,-1.5828025,0.78546596,0.83682454,NA20510,TSI,1
-3.4203494,3.2442765,6.1257634,-8.978333,-7.305347,-6.459468,26.760908,-15.789245,-3.8569918,-2.6742141,-0.9144695,0.08883164,0.9490029,-0.34501842,0.39594188,0.2007207,-0.0836164,-0.7742199,1.0038633,-0.15198301,-0.40090692,-1.2068374,0.8859019,1.3960147,-0.41762796,-0.9037686,2.1362383,-0.17503388,-0.7058197,-0.29463258,-0.47534075,-0.82846165,-0.7392043,0.44585493,-2.3906198,0.17370851,1.1122642,-1.1266541,-0.1142687,-2.141543,0.0976151,-0.5183772,-1.1316961,0.5907928,-1.2670573,0.7632454,0.021928253,2.4573805,-0.27890325,-0.84839606,NA20519,TSI,1
-3.5563288,2.6299617,7.3607926,-9.351323,-5.997608,-7.8701696,27.035776,-16.056036,-4.09728,-3.8749464,0.62275696,0.2897946,-1.1406444,1.3617518,0.23519821,-0.14589418,0.016480278,-0.7118775,-1.0162023,0.51407737,-0.70510805,-0.21632348,-0.78779286,-0.09973434,-1.5969129,-1.2848856,1.9825186,0.77305925,0.7720376,0.44143307,-1.7952203,0.45314896,-0.36889887,0.3256498,0.54516006,0.9279799,-0.50492823,-0.00075609464,0.14642458,-1.1275982,0.07968176,-0.085516386,-0.97448707,-4.011805,-1.2322161,1.0594523,0.35350654,2.5488484,-6.4257326,1.4889252,NA20543,TSI,1
-3.5724676,3.2049515,6.408296,-10.333627,-6.55642,-7.333114,27.12957,-15.707203,-4.8851643,-3.3140352,-0.0063073873,-0.011404324,-1.1587856,-0.5654153,-0.12320264,0.41950005,0.41339806,-0.9686873,0.68024445,1.6011629,-2.4924905,-1.1224432,1.7362708,-0.07064154,0.47523504,-0.4416747,0.07114997,-0.23536694,0.17371996,0.05273231,-1.0435241,0.49775767,-2.36896,1.1119399,-0.78415996,-0.4244312,-2.023419,0.43274918,0.720337,-0.08318352,0.8692639,0.24968499,-0.8462227,-1.1280404,0.6574793,0.29920706,-2.5784872,-2.0957627,-2.107671,-0.7292313,NA20758,TSI,1
-2.6465921,2.7250495,7.514957,-8.780462,-7.6598516,-6.938806,27.426777,-16.727398,-4.255639,-2.7541177,0.2824073,-0.52903414,0.899915,0.856573,0.6147604,-0.5613666,-0.15319644,1.0599407,-1.9933279,-0.05576594,0.025895942,0.24187641,-1.3724908,0.38255653,1.3634266,-0.15223552,-0.73051864,-0.57351017,1.002204,-1.9321936,-0.0071140467,-1.2051232,-1.2508787,0.7111408,0.085882194,0.046625696,0.8195466,1.3536206,0.56818044,0.23461546,-0.18792278,-0.9342712,0.8326075,1.4398395,1.6138996,-2.3060346,0.2182258,-0.21414922,-2.0398407,0.66608036,NA20761,TSI,2
-4.1698837,3.3073158,7.569025,-9.378534,-6.2806163,-7.18135,27.618416,-16.469725,-4.8777647,-3.2443976,0.27847055,-0.7585186,-0.10997131,0.38237497,0.36157507,-0.006273862,-1.7856536,0.183795,-1.3038528,-2.0751083,1.6520661,0.98217654,-1.7536242,-2.2414432,0.8957645,0.36496595,0.5788424,-2.357892,-1.358749,-2.8336833,1.2340742,-0.12849253,-0.18470347,-1.1466037,1.2042155,-0.15913393,0.8394087,-1.9522873,-0.5506004,1.788032,1.0386049,-0.580761,-2.0567915,2.3362918,-1.9197303,-0.12023888,-1.5579792,-0.8717263,0.9801655,2.0575118,NA20768,TSI,2
-2.965851,3.1213777,6.454986,-9.790131,-6.4084105,-7.157843,26.36235,-15.447109,-4.610556,-3.5662,0.116621025,-0.41173854,0.2731897,-0.46280378,0.63847613,0.2152609,0.9398373,-1.0002271,0.116227224,0.33423546,1.1673125,0.54317266,0.92717236,0.2554361,-1.005724,1.246194,1.0018781,-0.88931173,-1.1205072,0.729575,-0.6377031,2.3348746,0.6179784,-0.21505241,-1.2731885,0.07011603,0.20403877,-0.6176741,-0.5504449,1.3552275,1.9508653,-0.14155345,0.68901885,-2.4375675,-0.6554715,1.2819334,0.031592876,-0.8160952,-0.19637401,2.6835554,NA20774,TSI,2
-3.300417,3.8829174,8.260618,-9.285721,-6.3628435,-7.412542,27.031752,-15.251296,-3.4104633,-3.4736173,0.15226799,0.3938392,-0.912045,-0.23880473,-1.6479412,-0.060040265,0.9734483,-3.0478487,1.4260517,1.965587,-0.9780129,0.46761113,0.282324,0.58059585,-0.38764796,1.7733188,-0.23605311,0.6267032,-0.5927399,1.4309921,1.6098464,-0.16012973,0.40711606,0.49861312,0.5391231,0.7849185,-3.8002543,-2.0092516,0.7147215,0.39223096,-0.3422488,0.18303289,0.9613097,-1.3422533,0.4420848,-0.8625907,-0.84187865,2.4588227,-0.81668013,1.1002468,NA20786,TSI,2
-3.2605262,3.1873462,7.821659,-9.416474,-6.197069,-7.508099,26.445354,-15.824012,-4.3287106,-2.393041,0.7776841,-0.4019016,0.41324735,-1.0779511,-0.12705992,0.98023415,1.4990689,2.1733701,-0.33471513,-0.13533744,-0.47193006,-0.32458186,-0.06157077,-1.5363646,0.08527152,0.236753,0.45838654,-1.7682245,-0.45806792,0.5959268,-0.8237638,1.0327282,0.21464302,-2.6774015,1.1674145,1.9660999,-0.05762358,-0.71261585,-0.82824814,-0.9707165,-0.7523636,2.3033164,-0.09768572,0.4817129,-0.83173674,0.9364765,-0.7532017,-0.2767237,2.3311298,-0.39862883,NA20802,TSI,2
-3.1776812,2.1783497,6.9608927,-9.439794,-6.178763,-6.9430413,26.354492,-16.14311,-3.8493264,-3.3529994,0.03988878,-0.9943773,0.068638764,0.6993316,0.5289033,0.4011682,-0.6292269,1.5655859,0.10236506,0.7942478,-0.9439585,-0.5233964,-0.3973931,-1.8292826,0.37701315,-0.12789671,1.5609636,-0.4309494,1.513423,-0.39720565,0.26187676,0.0728563,1.4010093,-1.1465831,0.023802001,0.80050296,0.22324389,-2.7187228,0.9590671,-1.354299,1.9906632,-1.985083,-0.36886138,-0.26827154,-2.0641994,0.7783278,-1.0476115,-0.13277082,-0.023269009,-1.0399792,NA20805,TSI,1
-3.6897118,2.5321023,6.1717033,-9.441186,-6.17642,-7.277213,27.58065,-15.454553,-4.7349715,-2.8668935,0.12019488,1.042338,-0.38049737,-0.4477259,-0.39845937,-0.6762419,-0.43589792,0.310918,0.829792,-0.7985268,2.1848977,1.9475951,-1.8153348,0.30074653,0.36678088,-0.3605385,-0.57853246,-0.46406412,1.2751765,1.1314613,1.9390769,-0.96220565,-0.93255186,0.4532296,1.645558,-1.3981527,-0.9329537,-0.52704304,-0.35216781,1.2474173,-1.1154956,-0.2317555,-0.9930017,-0.6929544,0.72613657,-0.038819715,0.30735686,-0.7179055,-0.5103218,1.3671021,NA20818,TSI,2
-3.1744967,3.8620858,7.8515663,-9.92589,-7.0339575,-7.6685247,26.210514,-16.171244,-4.5635395,-2.423875,0.9373818,0.74196625,0.87863916,-0.15291871,-1.3439978,1.7705281,-0.88163465,0.6239769,0.12547721,-2.1771164,0.48284784,-0.038995955,-0.17606014,1.5477558,0.08234305,-0.6511135,1.3506316,-0.48288506,0.102236316,-2.0633016,0.8446282,0.1957851,0.11010091,0.59141195,1.5016862,1.2390003,1.5274409,0.48667404,-1.5929797,0.84511083,0.8870856,-0.9551838,-1.4649285,-2.7721062,1.5369335,0.5737625,1.3444362,-0.65180904,-0.3506536,-0.9754494,NA20508,TSI,2
-4.3595915,2.2731671,6.7319536,-9.814926,-6.8467894,-6.154634,26.666,-15.611361,-4.2917104,-3.638704,1.2658206,0.3898833,-0.38104624,0.45017314,0.07007899,0.80839473,-0.08431604,1.1613053,-0.16985749,-0.5142744,0.22482876,0.70119065,0.22957826,-0.40763953,-0.1724855,-0.8856512,-0.96657723,-2.2217185,0.096686065,1.6595042,-0.8779518,1.048754,1.878295,2.078386,1.1406015,0.68850154,-0.049821183,0.17523529,0.70829743,-0.6722053,-0.13106093,-0.28957123,0.5543394,-0.3628328,-0.53651196,-0.49234903,-0.9523746,-0.3436213,-1.0664856,0.8377533,NA20520,TSI,1
-3.850768,1.9468888,7.024286,-10.146026,-6.6809173,-7.488879,26.765211,-15.64594,-4.573779,-3.735541,0.8513554,1.2323167,0.9587569,-0.36137465,-1.348938,-1.4182636,-0.120427206,-1.2173783,0.0969324,0.9806593,-0.92057306,0.52970463,0.01386641,-0.78645283,-1.5986881,1.3478442,0.024984764,0.025219351,-0.7084201,1.2561951,-0.45935446,0.6255974,-0.14181341,-0.034455318,0.14023647,0.6319885,-2.0875382,1.9972688,-1.0522343,1.2453812,0.56769073,-0.60032994,1.5723797,0.08605586,-0.979529,1.8405055,0.7627003,1.9506023,1.9200637,0.52358156,NA20524,TSI,1
-2.852337,3.0722935,7.120263,-10.775571,-6.9130774,-7.745827,26.953272,-16.304806,-4.008189,-3.597194,-0.4664638,0.2458411,-1.5485157,-0.6118755,0.57511073,-0.9881347,-0.21608856,-0.24938583,-0.22214782,1.3951385,0.5275539,1.178157,-0.5635138,0.11764137,-3.0869386,1.5125786,0.021896899,0.8870289,-1.10216,2.870584,-1.3065261,1.5558901,-2.1629655,1.3173788,0.90911025,-0.6789283,0.8683267,-1.0699239,-0.4125841,-0.04979245,2.289241,-0.47166237,2.1181288,-1.7925037,-1.2420409,-0.23132288,0.7866299,1.1444801,-2.1680126,-2.4271216,NA20525,TSI,1
-3.3261187,2.018401,5.956089,-9.997094,-7.324721,-8.013219,28.072617,-16.297832,-4.5933776,-2.9274871,0.8334249,1.7783414,0.6481717,-0.47910783,-0.62176764,-0.69187725,0.21763793,-1.3055775,1.7273812,2.0894313,-0.2570496,0.82653147,1.2579898,1.3586028,-0.35444808,-0.31531963,-0.690857,0.8340431,-2.4584963,0.556778,2.4622862,-0.24813016,-0.070638746,-0.16033606,0.13323706,0.5824513,-0.6847235,0.032064874,-0.4423742,-1.5461222,-0.57788146,-0.4245439,0.56180733,1.5865704,0.05626569,0.7326481,0.5672673,-0.040313058,3.062288,0.5531655,NA20527,TSI,1
-2.8924804,2.8927104,6.741636,-8.618919,-6.5984154,-6.841399,26.184877,-15.375423,-2.959297,-2.5557241,-0.57900715,-0.061082903,-0.6176984,0.5884072,-0.053881876,-1.853454,0.19883014,-0.70570755,2.4472408,-0.7128263,-0.81819373,0.4045746,-0.11403654,0.17596738,-0.032013524,2.7623544,-0.33514217,-0.17669989,1.2987772,0.7248492,0.9611571,-1.5709969,1.436411,1.2934105,-1.2170348,1.1783293,-1.7499704,-0.10803894,-0.18659738,-1.7136651,1.9320188,-1.2804489,2.1106184,-1.6340103,-0.26000497,-0.6255903,0.8672416,1.3148342,-0.2823423,3.3457506,NA20811,TSI,1
-4.1686583,2.29958,6.243875,-9.422465,-7.0403495,-7.20253,26.011307,-14.6973095,-4.005647,-2.460056,2.08038,1.008524,-0.06465624,0.7370581,0.24568029,1.9111879,1.1365004,-0.23345238,0.7521445,-0.3358184,1.140219,-1.3205962,1.2259847,-0.42651066,-1.0952499,0.118370615,0.874458,1.2884978,2.0936754,-0.17139506,-1.3256383,-0.22266899,0.08029785,-1.377602,1.5856048,-1.249575,1.090248,-0.12462149,-1.8444287,0.50089025,0.3889645,-1.6870062,-2.3568792,-3.0052567,-0.22991851,0.0015176223,-0.11931535,-1.2105336,-4.0255733,0.026295247,NA20522,TSI,2
-2.923512,2.7146802,6.859117,-9.4312725,-7.079672,-7.3128743,26.932295,-16.012823,-4.3922787,-2.994633,-0.71527165,-0.37404492,0.56448394,0.23557994,1.3785552,0.5800572,0.54597783,-1.8647414,0.4636066,-0.045884296,0.4584969,-0.711121,0.1374545,0.6200292,-0.22421867,0.09894788,-1.3006917,-1.5753231,0.26527938,-0.4214073,-1.260277,2.625115,0.8930657,0.11949117,0.7386321,-1.0863005,2.7695072,-0.6630776,-0.52200377,-2.3311923,1.1394092,-4.0058274,-0.6878196,-0.53090787,-1.5176764,-0.93542004,3.001468,-1.4190681,-1.4152455,-0.74451643,NA20783,TSI,1
-3.211276,3.4994652,6.081513,-9.321166,-5.534153,-6.875404,25.633991,-15.033088,-4.103129,-3.0582018,-1.631064,-0.57839924,-0.004511604,-0.8838657,0.2333769,0.1831612,1.6177213,-0.85875356,-0.6504688,0.57378674,0.14151965,-2.112046,0.5938235,-0.102841906,1.1244584,-3.0008836,-0.3442425,-0.13907973,1.8280126,1.4127613,1.3104643,-0.09249578,1.4290254,0.89933586,-0.42904288,-0.48822886,0.7021601,-0.87081784,0.34856212,1.6626117,-2.4952362,2.3092828,-0.09319705,0.7451864,-1.5928582,0.5881206,1.1059586,0.8198327,-2.125358,-1.6312248,NA20803,TSI,1
-2.6275742,2.8778234,7.2293777,-10.085419,-6.2147737,-8.040549,27.50061,-16.159256,-4.631005,-3.5096662,0.28360224,1.4006248,-0.46235916,-0.49165678,-0.25749335,0.3429349,1.2406093,-0.997359,-0.57029706,-0.99373597,-1.251139,-2.1831746,-0.62660086,2.0778122,0.7777896,-0.15434654,-1.4448582,-0.6522563,-1.2992907,0.24358441,0.11438311,0.11964215,-0.44630027,-2.383736,-0.2408683,0.48508704,0.2808294,2.708736,0.6322753,-0.6877506,-0.39819244,1.181891,-2.1045396,-1.676428,1.251932,-1.5112216,-1.7372985,1.6692154,2.284864,-0.56136066,NA20828,TSI,2
-3.7358038,2.5683067,5.9296627,-9.595952,-7.530453,-7.702622,26.777363,-16.24469,-4.1406646,-2.7698681,0.49416003,-0.5077933,0.18445164,-0.28741562,-0.22099312,0.5739816,0.5267039,0.5425832,1.5448158,-0.38226336,0.5832621,-1.9576993,-2.966457,-0.048927344,0.035949785,0.30906826,0.2596464,-1.128333,0.11839732,0.7671763,-3.3524263,-2.035937,-1.2834924,1.120032,0.9929365,0.9805883,-1.2127048,0.37560612,0.73247665,-0.056310292,-0.5654075,-0.6108132,-2.1107297,1.6403352,0.3989332,-3.48085,0.63361347,0.26432005,0.13955837,2.5889401,NA20757,TSI,2
-4.3347473,3.0017695,7.564426,-8.546576,-6.650935,-6.396062,26.078735,-14.899006,-4.7361984,-2.2601156,-0.22861841,0.55908626,0.23982893,-1.0923918,1.1231755,0.35437816,0.9829691,0.48581555,-0.6931133,-0.42752907,1.324146,-0.11649216,-1.4047282,-0.327889,1.227597,0.89148825,-1.1208904,0.018723862,1.753046,0.33081472,-0.41094512,0.9308736,1.7583779,0.19468504,0.6876524,-0.28478488,0.70721596,0.86292285,-1.5211152,0.98995656,0.23701699,3.602917,0.21115862,1.2103379,1.049331,-1.0874072,1.3475289,-0.59429294,1.2542247,-1.0244418,NA20821,TSI,2
-3.1324954,3.0472212,6.4254766,-9.635553,-6.42112,-7.4749393,26.568071,-16.334862,-4.0350924,-2.2193182,0.43963435,0.5641118,0.09230165,0.04686353,-1.3098004,-1.3367143,-1.8037305,0.4354269,0.34088302,-0.1470248,-1.1925602,-0.7498774,-0.96215874,0.5679763,0.2628852,0.21120231,-1.8567239,-0.18106693,-0.86526763,-1.2283099,-1.8985146,-1.2477332,0.6064103,0.87138003,0.7306983,0.5350715,1.3327656,-0.4561279,-0.06080373,-2.1032212,-2.4392676,1.477611,-0.26820454,0.2448833,1.2444948,-0.16169496,-0.35096556,-1.6545926,0.21168685,0.23518755,NA20762,TSI,1
-4.696966,2.7892125,7.0971847,-9.855673,-6.4046535,-6.659912,25.683287,-15.63165,-3.9671524,-3.0482526,-0.4001649,0.51353705,0.67299265,1.380884,-0.24351037,0.6150833,-0.4032765,1.5786779,0.54109,-0.5794742,-1.6464118,-0.04630412,-0.26515776,1.6993693,0.02421099,0.08508223,-0.14452085,0.89307046,-0.30213085,0.1112512,0.3118137,3.598391,1.9439129,-0.012354624,-1.4108964,-0.63738227,-0.015679663,-0.25245157,-0.7276488,0.6057888,-2.344981,0.9514071,-2.360025,-1.1170741,-3.57459,-0.3581047,-0.88128716,0.56815654,0.37115863,-1.512544,NA20767,TSI,1
-2.9145098,2.888704,6.9481835,-8.631752,-7.0214176,-7.1970224,25.980251,-15.25717,-4.439767,-3.0279844,0.53842705,-0.57712746,0.86052036,0.27669108,-0.8382762,0.459637,-1.2679288,0.48079944,-1.0935459,-0.74612015,0.44021696,-1.7690618,-1.8446336,0.26102242,0.65071875,-1.1783376,0.5233581,1.6063894,1.2469686,-0.29241994,0.87830377,-1.8222058,0.99749345,-1.0979699,-0.4610586,1.6026514,-0.37898895,-3.5127206,-0.101862416,-2.3406656,-2.445667,-0.48498365,-1.6547426,1.7159883,-0.8904024,-0.92026454,-0.6780349,-1.5984397,-1.4654793,-2.1236136,NA20817,TSI,1
-3.6177952,2.2753098,6.506444,-9.25229,-5.7058587,-6.615046,25.727776,-16.327244,-4.8696566,-5.3091908,0.3810724,-0.9174426,0.57700926,0.29981518,-1.2555878,0.670191,-0.35739106,1.5021166,-0.11908745,-0.16630973,0.0047315457,-1.0202137,-0.36781323,1.1506063,0.6980891,-0.9257379,-2.618428,-0.5888612,0.11784292,-0.47770548,1.0244873,1.7093245,1.4633209,-0.1938622,-1.0131024,1.2374504,0.4834742,1.3540936,1.2048088,-1.1018105,1.1129276,-0.9880626,-0.3822773,1.600775,-1.2204779,1.9387742,0.2697156,3.7040734,1.2088858,-1.838422,NA20820,TSI,1
